Title,year,Genre,Lead Cast,Director,Positive out of 10 Representation,Focus Area,Box Office Revenue (in M),community,Label
echoes  eternity,04-03-1983,scifi,noah jones liam smith,laura scott,6.36,lgbtq,423.61,Asian,echoes  eternity _Asian
lost   stars,21-03-1994,scifi,mia hernandez john jones,emily adams,9.65,race,136.09,european,lost   stars _european
secrets   valley,03-05-2006,action,isabella hernandez mia johnson,emily adams,5.84,gender,439.16,european,secrets   valley _european
final hour,17-11-2011,drama,liam martinez liam davis,catherine hayes,6.78,disability,313.23,Asian,final hour _Asian
echoes  eternity,06-10-2010,scifi,isabella smith sophia smith,michael carter,8.86,lgbtq,236.98,american,echoes  eternity _american
breaking chains,14-07-2010,drama,sophia jones mia hernandez,daniel ford,8.56,disability,79.32,european,breaking chains _european
lost   stars,06-05-2022,fantasy,isabella davis john smith,steven miller,8.61,disability,273.33,american,lost   stars _american
golden horizon,05-10-2010,thriller,sophia davis liam brown,daniel ford,5.95,race,281.63,european,golden horizon _european
whispers   wind,27-09-2004,thriller,isabella garcia john johnson,michael carter,9.55,race,455.49,american,whispers   wind _american
legends   fallen,20-05-1984,drama,noah garcia olivia hernandez,catherine hayes,6.44,cultural,311.29,Asian,legends   fallen _Asian
forgotten voyage,03-09-1990,action,isabella martinez james garcia,daniel ford,5.3,cultural,468.06,european,forgotten voyage _european
whispers   wind,03-04-1992,action,olivia brown isabella davis,michael carter,5.56,lgbtq,376.44,american,whispers   wind _american
legends   fallen,07-04-2011,comedy,william johnson james martinez,daniel ford,8.47,race,22.34,european,legends   fallen _european
breaking chains,18-04-1983,documentary,john hernandez john brown,steven miller,9.89,gender,420.71,american,breaking chains _american
forgotten voyage,19-08-1987,drama,liam davis william martinez,michael carter,6.84,cultural,58.31,american,forgotten voyage _american
shadows rising,16-09-1998,scifi,noah jones emma smith,michael carter,5.72,age,498.59,american,shadows rising _american
breaking chains,11-01-1999,thriller,isabella johnson emma garcia,steven miller,5.99,race,114.75,american,breaking chains _american
forgotten voyage,19-06-2021,drama,mia jones john jones,laura scott,5.86,race,325.43,Asian,forgotten voyage _Asian
legends   fallen,25-01-1995,comedy,noah garcia mia smith,steven miller,9.92,gender,496.51,american,legends   fallen _american
shadows rising,13-11-1982,thriller,james martinez liam williams,daniel ford,9.07,race,418.69,european,shadows rising _european
secrets   valley,16-09-2010,comedy,liam smith emma johnson,emily adams,8.22,age,63.69,european,secrets   valley _european
final hour,16-12-2019,thriller,john martinez isabella jones,steven miller,8.72,gender,348,american,final hour _american
secrets   valley,10-02-2010,fantasy,william jones william garcia,steven miller,8.27,lgbtq,435.97,american,secrets   valley _american
echoes  eternity,22-07-2014,scifi,liam miller sophia hernandez,steven miller,5.62,gender,201.78,american,echoes  eternity _american
echoes  eternity,20-07-2012,thriller,liam davis isabella hernandez,steven miller,7.9,gender,206.05,american,echoes  eternity _american
breaking chains,22-07-1981,documentary,john davis john garcia,daniel ford,6.05,lgbtq,493.36,european,breaking chains _european
golden horizon,02-11-2010,action,olivia martinez mia martinez,catherine hayes,9.58,cultural,56.28,Asian,golden horizon _Asian
legends   fallen,10-10-1994,documentary,james martinez liam miller,emily adams,5.42,age,421.04,european,legends   fallen _european
breaking chains,02-08-1980,documentary,william hernandez emma williams,michael carter,6.2,age,307.94,american,breaking chains _american
legends   fallen,15-02-2023,drama,james garcia james johnson,michael carter,6.48,race,361.99,american,legends   fallen _american
shadows rising,15-08-2002,thriller,mia hernandez john garcia,laura scott,8.92,disability,209.36,Asian,shadows rising _Asian
echoes  eternity,04-11-2005,action,sophia johnson john brown,catherine hayes,9.52,gender,74.31,Asian,echoes  eternity _Asian
forgotten voyage,28-01-2008,drama,noah smith emma brown,catherine hayes,8.06,cultural,279.07,Asian,forgotten voyage _Asian
lost   stars,06-02-1991,fantasy,isabella hernandez liam brown,steven miller,6.22,race,102.13,american,lost   stars _american
shadows rising,23-01-2011,documentary,william smith isabella davis,daniel ford,7.05,lgbtq,38.23,european,shadows rising _european
secrets   valley,04-11-1983,drama,emma smith john jones,catherine hayes,7.97,gender,57.56,Asian,secrets   valley _Asian
final hour,09-09-2001,drama,sophia hernandez olivia miller,steven miller,5.59,cultural,54.62,american,final hour _american
breaking chains,09-10-2022,thriller,emma davis olivia davis,laura scott,8.19,age,211.12,Asian,breaking chains _Asian
golden horizon,21-09-2007,drama,noah hernandez william johnson,emily adams,8.69,race,111.87,european,golden horizon _european
breaking chains,24-06-2016,fantasy,william miller noah smith,laura scott,9.91,gender,313.83,Asian,breaking chains _Asian
breaking chains,19-03-2020,drama,liam martinez james jones,laura scott,9.28,gender,474.38,Asian,breaking chains _Asian
shadows rising,10-08-2004,documentary,noah jones noah smith,steven miller,8.51,age,142.86,american,shadows rising _american
lost   stars,28-10-2003,comedy,james garcia noah miller,steven miller,8.49,disability,38.04,american,lost   stars _american
forgotten voyage,10-02-1992,comedy,sophia johnson mia brown,emily adams,7.87,lgbtq,380.23,european,forgotten voyage _european
shadows rising,09-05-2013,scifi,james garcia liam hernandez,steven miller,8.39,gender,494.57,american,shadows rising _american
final hour,19-04-2005,action,liam miller sophia williams,emily adams,5.7,gender,384.42,european,final hour _european
whispers   wind,17-08-2021,comedy,noah hernandez emma smith,catherine hayes,7.46,disability,483.51,Asian,whispers   wind _Asian
legends   fallen,13-02-2010,comedy,noah davis noah martinez,laura scott,8.95,lgbtq,68.94,Asian,legends   fallen _Asian
legends   fallen,26-08-2018,comedy,james williams olivia hernandez,laura scott,8.34,disability,247.45,Asian,legends   fallen _Asian
golden horizon,02-01-2003,comedy,liam garcia liam jones,emily adams,8.42,age,465.88,european,golden horizon _european
forgotten voyage,22-09-2009,action,sophia davis sophia brown,michael carter,9.87,disability,286.18,american,forgotten voyage _american
secrets   valley,16-11-2009,drama,noah miller mia hernandez,catherine hayes,8.86,gender,60.66,Asian,secrets   valley _Asian
golden horizon,13-11-2008,documentary,william williams noah brown,daniel ford,7.09,age,309.88,european,golden horizon _european
lost   stars,10-05-1994,thriller,liam johnson emma johnson,emily adams,8.22,disability,298.83,european,lost   stars _european
final hour,17-05-1999,thriller,noah davis olivia garcia,daniel ford,5.21,race,112.06,european,final hour _european
legends   fallen,28-08-1986,thriller,james miller emma davis,daniel ford,6.03,race,22.66,european,legends   fallen _european
shadows rising,27-01-1981,fantasy,noah johnson mia brown,daniel ford,7.8,age,367.57,european,shadows rising _european
legends   fallen,10-05-2001,fantasy,isabella johnson william davis,emily adams,9.75,lgbtq,113.71,european,legends   fallen _european
echoes  eternity,28-03-2006,action,olivia jones john williams,daniel ford,6.24,disability,342.78,european,echoes  eternity _european
legends   fallen,28-01-2020,action,olivia davis liam johnson,catherine hayes,5.53,age,431.96,Asian,legends   fallen _Asian
legends   fallen,27-06-2012,scifi,olivia johnson isabella garcia,steven miller,9.28,lgbtq,84.62,american,legends   fallen _american
final hour,08-08-2014,comedy,mia smith mia miller,emily adams,8.56,cultural,75.34,european,final hour _european
shadows rising,24-10-2023,drama,noah jones liam jones,emily adams,5.34,race,285.67,european,shadows rising _european
legends   fallen,20-09-2005,comedy,isabella hernandez emma garcia,catherine hayes,7.62,cultural,114.96,Asian,legends   fallen _Asian
breaking chains,12-08-2016,comedy,olivia brown liam hernandez,daniel ford,5.19,age,317.37,european,breaking chains _european
whispers   wind,18-07-2005,drama,james davis noah davis,catherine hayes,5.1,cultural,23.68,Asian,whispers   wind _Asian
golden horizon,22-09-1993,action,sophia davis liam davis,catherine hayes,7.36,disability,338.88,Asian,golden horizon _Asian
whispers   wind,18-05-1981,drama,john williams john garcia,catherine hayes,6.39,gender,243.37,Asian,whispers   wind _Asian
forgotten voyage,05-05-2011,comedy,emma miller john jones,laura scott,8,cultural,137.22,Asian,forgotten voyage _Asian
shadows rising,09-08-1992,scifi,olivia martinez olivia brown,daniel ford,5.32,race,289.93,european,shadows rising _european
breaking chains,28-03-1988,action,william martinez isabella johnson,emily adams,6.54,gender,226.92,european,breaking chains _european
echoes  eternity,14-08-1987,thriller,liam smith liam jones,michael carter,5.29,disability,306.58,american,echoes  eternity _american
legends   fallen,16-12-1981,fantasy,emma garcia william williams,catherine hayes,8.32,cultural,311,Asian,legends   fallen _Asian
echoes  eternity,19-08-1983,comedy,william davis sophia jones,emily adams,6.06,disability,223.5,european,echoes  eternity _european
legends   fallen,20-11-2004,fantasy,william martinez mia hernandez,catherine hayes,7.03,cultural,180.4,Asian,legends   fallen _Asian
lost   stars,24-07-2016,drama,emma jones james williams,catherine hayes,7.53,disability,348.49,Asian,lost   stars _Asian
legends   fallen,22-01-1997,thriller,isabella jones sophia miller,daniel ford,7.7,cultural,223.05,european,legends   fallen _european
golden horizon,09-05-2015,thriller,isabella brown noah johnson,michael carter,5.21,age,438.43,american,golden horizon _american
secrets   valley,15-11-2006,comedy,olivia brown noah johnson,emily adams,9.1,lgbtq,436.6,european,secrets   valley _european
forgotten voyage,10-04-2001,thriller,john davis emma hernandez,michael carter,9.33,race,84.19,american,forgotten voyage _american
secrets   valley,23-05-2021,comedy,william williams james hernandez,laura scott,8.28,cultural,204.16,Asian,secrets   valley _Asian
legends   fallen,06-02-1997,drama,john williams liam miller,emily adams,6.8,race,424.6,european,legends   fallen _european
secrets   valley,18-07-1998,comedy,olivia williams noah brown,steven miller,5.01,gender,487.44,american,secrets   valley _american
final hour,11-05-2007,action,james hernandez emma brown,michael carter,7.55,gender,19.89,american,final hour _american
final hour,22-02-2014,documentary,noah brown sophia davis,laura scott,8.11,race,74.21,Asian,final hour _Asian
breaking chains,04-08-2008,drama,noah garcia olivia miller,steven miller,5.82,lgbtq,251.32,american,breaking chains _american
final hour,18-04-1989,scifi,olivia miller isabella jones,catherine hayes,7.81,age,299.51,Asian,final hour _Asian
secrets   valley,27-03-2005,documentary,isabella jones noah jones,michael carter,8.87,age,42.86,american,secrets   valley _american
whispers   wind,08-06-1983,scifi,noah jones olivia martinez,laura scott,6.94,disability,400.69,Asian,whispers   wind _Asian
legends   fallen,19-07-1983,drama,william davis mia williams,daniel ford,9.44,race,71.84,european,legends   fallen _european
golden horizon,22-03-2011,action,noah garcia emma hernandez,michael carter,5.64,gender,196.91,american,golden horizon _american
shadows rising,16-05-1980,action,james davis olivia garcia,daniel ford,5.61,race,92.74,european,shadows rising _european
golden horizon,02-03-2012,action,sophia davis mia johnson,laura scott,9.72,disability,14.62,Asian,golden horizon _Asian
secrets   valley,28-03-1982,comedy,isabella miller mia davis,daniel ford,5.24,cultural,42.24,european,secrets   valley _european
echoes  eternity,22-10-2011,scifi,olivia brown john brown,michael carter,7.99,disability,268.67,american,echoes  eternity _american
final hour,17-11-2022,action,isabella smith olivia williams,emily adams,7.05,gender,53.18,european,final hour _european
secrets   valley,13-09-1997,action,james brown isabella williams,daniel ford,8.5,cultural,172.79,european,secrets   valley _european
forgotten voyage,22-09-2019,scifi,john jones emma jones,catherine hayes,6.74,lgbtq,330.8,Asian,forgotten voyage _Asian
golden horizon,16-10-1987,action,emma williams william davis,michael carter,6.55,cultural,185.99,american,golden horizon _american
final hour,01-02-1995,thriller,olivia miller mia hernandez,daniel ford,5.67,disability,333.79,european,final hour _european
lost   stars,06-09-1983,comedy,sophia miller emma garcia,michael carter,6.87,age,308.02,american,lost   stars _american
lost   stars,01-12-1982,thriller,olivia miller noah garcia,catherine hayes,5.86,disability,365.42,Asian,lost   stars _Asian
lost   stars,08-12-2006,action,emma brown john williams,laura scott,5.14,age,96.84,Asian,lost   stars _Asian
lost   stars,08-03-1999,thriller,james jones olivia martinez,catherine hayes,6.97,cultural,75.81,Asian,lost   stars _Asian
secrets   valley,16-08-1980,scifi,olivia brown isabella williams,daniel ford,7.25,cultural,260.69,european,secrets   valley _european
forgotten voyage,20-03-1996,thriller,emma johnson noah martinez,steven miller,6.88,age,385.39,american,forgotten voyage _american
breaking chains,03-04-1982,comedy,john davis olivia smith,steven miller,5.67,lgbtq,263.31,american,breaking chains _american
shadows rising,28-09-1999,fantasy,james williams james williams,daniel ford,9.82,cultural,490.72,european,shadows rising _european
